investor_id,avg_gap,txn_count,status
INV000349,45.2,10,At Risk
INV000350,85.0,1,At Risk
INV000351,49.57142857142857,7,At Risk
INV000352,64.6,5,At Risk
INV000353,173.0,2,At Risk
INV000354,78.16666666666667,6,At Risk
INV000355,,0,Healthy
INV000356,38.857142857142854,7,At Risk
INV000357,86.25,4,At Risk
INV000358,88.0,1,At Risk
INV000359,48.111111111111114,9,At Risk
INV000360,61.125,8,At Risk
INV000361,46.0,5,At Risk
INV000362,264.0,1,At Risk
INV000363,66.0,7,At Risk
INV000364,63.0,3,At Risk
INV000365,,0,Healthy
INV000366,35.142857142857146,7,At Risk
INV000367,42.25,4,At Risk
INV000368,509.0,1,At Risk
INV000369,37.714285714285715,7,At Risk
INV000370,93.4,5,At Risk
INV000371,41.5,10,At Risk
INV000372,42.888888888888886,9,At Risk
INV000373,145.5,2,At Risk
INV000374,55.857142857142854,7,At Risk
INV000375,,0,Healthy
INV000376,106.5,2,At Risk
INV000377,61.42857142857143,7,At Risk
INV000378,47.0,5,At Risk
INV000379,112.0,3,At Risk
INV000380,80.83333333333333,6,At Risk
INV000381,114.0,1,At Risk
INV000382,70.0,1,At Risk
INV000383,52.333333333333336,9,At Risk
INV000384,57.833333333333336,6,At Risk
INV000385,69.5,4,At Risk
INV000386,,0,Healthy
INV000387,48.0,8,At Risk
INV000388,47.666666666666664,9,At Risk
INV000389,95.0,5,At Risk
INV000390,52.42857142857143,7,At Risk
INV000391,,0,Healthy
INV000392,42.72727272727273,11,At Risk
INV000393,75.33333333333333,6,At Risk
INV000394,44.1,10,At Risk
INV000395,51.5,8,At Risk
INV000396,44.63636363636363,11,At Risk
INV000397,87.2,5,At Risk
INV000398,72.0,1,At Risk
INV000399,44.6,10,At Risk
INV000400,34.77777777777778,9,Healthy
INV000401,21.333333333333332,3,Healthy
INV000402,47.0,6,At Risk
INV000403,43.2,10,At Risk
INV000404,355.0,1,At Risk
INV000405,32.5,2,Healthy
INV000406,16.0,1,Healthy
INV000407,66.71428571428571,7,At Risk
INV000408,55.5,6,At Risk
INV000409,125.0,3,At Risk
INV000410,56.285714285714285,7,At Risk
INV000411,57.4,5,At Risk
INV000412,38.25,8,At Risk
INV000413,51.55555555555556,9,At Risk
INV000414,46.4,10,At Risk
INV000415,52.666666666666664,9,At Risk
INV000416,119.0,1,At Risk
INV000417,52.166666666666664,6,At Risk
INV000418,55.625,8,At Risk
INV000419,91.5,4,At Risk
INV000420,,0,Healthy
INV000421,80.16666666666667,6,At Risk
INV000422,,0,Healthy
INV000423,187.5,2,At Risk
INV000424,100.0,1,At Risk
INV000425,56.333333333333336,6,At Risk
INV000426,105.0,2,At Risk
INV000427,41.1,10,At Risk
INV000428,48.1,10,At Risk
INV000429,55.57142857142857,7,At Risk
INV000430,94.6,5,At Risk
INV000431,59.285714285714285,7,At Risk
INV000432,78.33333333333333,6,At Risk
INV000433,66.5,4,At Risk
INV000434,,0,Healthy
INV000435,,0,Healthy
INV000436,58.4,5,At Risk
INV000437,61.125,8,At Risk
INV000438,100.33333333333333,3,At Risk
INV000439,34.45454545454545,11,Healthy
INV000440,44.81818181818182,11,At Risk
INV000441,60.714285714285715,7,At Risk
INV000442,145.0,3,At Risk
INV000443,124.25,4,At Risk
INV000444,36.6,10,At Risk
INV000445,46.2,10,At Risk
INV000446,40.888888888888886,9,At Risk
INV000447,,0,Healthy
INV000448,100.0,4,At Risk
INV000449,69.71428571428571,7,At Risk
INV000450,31.0,1,Healthy
INV000451,33.0,1,Healthy
INV000452,35.90909090909091,11,At Risk
INV000453,42.0,7,At Risk
INV000454,93.0,5,At Risk
INV000455,123.0,2,At Risk
INV000456,47.4,5,At Risk
INV000457,41.54545454545455,11,At Risk
INV000458,42.0,11,At Risk
INV000459,76.75,4,At Risk
INV000460,43.09090909090909,11,At Risk
INV000461,67.5,2,At Risk
INV000462,79.0,1,At Risk
INV000463,43.44444444444444,9,At Risk
INV000464,,0,Healthy
INV000465,96.0,4,At Risk
INV000466,48.888888888888886,9,At Risk
INV000467,56.666666666666664,9,At Risk
INV000468,,0,Healthy
INV000469,38.45454545454545,11,At Risk
INV000470,148.33333333333334,3,At Risk
INV000471,83.75,4,At Risk
INV000472,195.5,2,At Risk
INV000473,49.57142857142857,7,At Risk
INV000474,103.5,4,At Risk
INV000475,218.0,2,At Risk
INV000476,45.333333333333336,3,At Risk
INV000477,44.666666666666664,9,At Risk
INV000478,30.5,2,Healthy
INV000479,99.0,1,At Risk
INV000480,56.625,8,At Risk
INV000481,52.111111111111114,9,At Risk
INV000482,47.0,9,At Risk
INV000483,49.3,10,At Risk
INV000484,,0,Healthy
INV000485,85.8,5,At Risk
INV000486,86.0,2,At Risk
INV000487,76.5,6,At Risk
INV000488,75.16666666666667,6,At Risk
INV000489,87.0,4,At Risk
INV000490,115.5,2,At Risk
INV000491,43.18181818181818,11,At Risk
INV000492,74.33333333333333,6,At Risk
INV000493,38.90909090909091,11,At Risk
INV000494,55.166666666666664,6,At Risk
INV000495,38.54545454545455,11,At Risk
INV000496,54.166666666666664,6,At Risk
INV000497,54.22222222222222,9,At Risk
INV000498,98.66666666666667,3,At Risk
INV000499,58.375,8,At Risk
INV000500,52.857142857142854,7,At Risk
INV000501,100.5,2,At Risk
INV000502,,0,Healthy
INV000503,47.666666666666664,3,At Risk
INV000504,,0,Healthy
INV000505,82.0,5,At Risk
INV000506,71.5,2,At Risk
INV000507,56.375,8,At Risk
INV000508,124.0,1,At Risk
INV000509,64.25,4,At Risk
INV000510,150.0,3,At Risk
INV000511,62.57142857142857,7,At Risk
INV000512,42.45454545454545,11,At Risk
INV000513,103.0,1,At Risk
INV000514,43.142857142857146,7,At Risk
INV000515,189.5,2,At Risk
INV000516,340.0,1,At Risk
INV000517,119.0,4,At Risk
INV000518,217.0,1,At Risk
INV000519,74.2,5,At Risk
INV000520,68.2,5,At Risk
INV000521,43.25,8,At Risk
INV000522,45.81818181818182,11,At Risk
INV000523,53.111111111111114,9,At Risk
INV000524,41.22222222222222,9,At Risk
INV000525,49.142857142857146,7,At Risk
INV000526,44.333333333333336,9,At Risk
INV000527,50.2,10,At Risk
INV000528,,0,Healthy
INV000529,41.3,10,At Risk
INV000530,109.25,4,At Risk
INV000531,28.4,10,Healthy
INV000532,48.3,10,At Risk
INV000533,65.71428571428571,7,At Risk
INV000534,243.0,1,At Risk
INV000535,97.4,5,At Risk
INV000536,93.0,3,At Risk
INV000537,71.0,4,At Risk
INV000538,36.5,4,At Risk
INV000539,57.75,8,At Risk
INV000540,48.4,10,At Risk
INV000541,56.0,1,At Risk
INV000542,123.25,4,At Risk
INV000543,71.71428571428571,7,At Risk
INV000544,62.285714285714285,7,At Risk
INV000545,50.666666666666664,9,At Risk
INV000546,40.0,11,At Risk
INV000547,43.72727272727273,11,At Risk
INV000548,67.28571428571429,7,At Risk
INV000549,53.44444444444444,9,At Risk
INV000550,111.75,4,At Risk
INV000551,131.0,3,At Risk
INV000552,55.111111111111114,9,At Risk
INV000553,60.0,6,At Risk
INV000554,39.0,9,At Risk
INV000555,216.5,2,At Risk
INV000556,41.3,10,At Risk
INV000557,88.0,5,At Risk
INV000558,61.42857142857143,7,At Risk
INV000559,107.5,4,At Risk
INV000560,87.25,4,At Risk
INV000561,,0,Healthy
INV000562,62.0,6,At Risk
INV000563,41.63636363636363,11,At Risk
INV000564,90.0,3,At Risk
INV000565,153.0,2,At Risk
INV000566,39.63636363636363,11,At Risk
INV000567,40.54545454545455,11,At Risk
INV000568,39.0,8,At Risk
INV000569,42.18181818181818,11,At Risk
INV000570,47.1,10,At Risk
INV000571,,0,Healthy
INV000572,112.0,4,At Risk
INV000573,27.727272727272727,11,Healthy
INV000574,100.5,2,At Risk
INV000575,52.714285714285715,7,At Risk
INV000576,52.75,8,At Risk
INV000577,43.4,10,At Risk
INV000578,45.81818181818182,11,At Risk
INV000579,,0,Healthy
INV000580,49.25,8,At Risk
INV000581,42.72727272727273,11,At Risk
INV000582,,0,Healthy
INV000583,51.75,8,At Risk
INV000584,63.857142857142854,7,At Risk
INV000585,61.125,8,At Risk
INV000586,44.54545454545455,11,At Risk
INV000587,33.81818181818182,11,Healthy
INV000588,444.0,1,At Risk
INV000589,47.3,10,At Risk
INV000590,84.66666666666667,3,At Risk
INV000591,55.285714285714285,7,At Risk
INV000592,99.75,4,At Risk
INV000593,43.8,10,At Risk
INV000594,,0,Healthy
INV000595,53.44444444444444,9,At Risk
INV000596,43.27272727272727,11,At Risk
INV000597,63.285714285714285,7,At Risk
INV000598,93.6,5,At Risk
INV000599,54.333333333333336,9,At Risk
INV000600,88.8,5,At Risk
INV000601,32.666666666666664,9,Healthy
INV000602,45.77777777777778,9,At Risk
INV000603,132.66666666666666,3,At Risk
INV000604,42.55555555555556,9,At Risk
INV000605,223.0,1,At Risk
INV000606,38.27272727272727,11,At Risk
INV000607,50.22222222222222,9,At Risk
INV000608,83.5,6,At Risk
INV000609,26.09090909090909,11,Healthy
INV000610,,0,Healthy
INV000611,69.2,5,At Risk
INV000612,44.81818181818182,11,At Risk
INV000613,82.33333333333333,3,At Risk
INV000614,26.0,6,Healthy
INV000615,46.125,8,At Risk
INV000616,61.5,8,At Risk
INV000617,64.0,2,At Risk
INV000618,7.0,1,Healthy
INV000619,26.0,8,Healthy
INV000620,,0,Healthy
INV000621,47.111111111111114,9,At Risk
INV000622,89.5,4,At Risk
INV000623,48.44444444444444,9,At Risk
INV000624,43.75,8,At Risk
INV000625,41.45454545454545,11,At Risk
INV000626,73.4,5,At Risk
INV000627,236.5,2,At Risk
INV000628,304.0,1,At Risk
INV000629,75.6,5,At Risk
INV000630,54.25,8,At Risk
INV000631,41.375,8,At Risk
INV000632,140.33333333333334,3,At Risk
INV000633,86.2,5,At Risk
INV000634,41.8,10,At Risk
INV000635,53.57142857142857,7,At Risk
INV000636,54.4,5,At Risk
INV000637,64.2,5,At Risk
INV000638,71.0,7,At Risk
INV000639,50.8,10,At Risk
INV000640,,0,Healthy
INV000641,44.857142857142854,7,At Risk
INV000642,50.2,10,At Risk
INV000643,51.5,6,At Risk
INV000644,69.4,5,At Risk
INV000645,30.0,11,Healthy
INV000646,37.63636363636363,11,At Risk
INV000647,105.66666666666667,3,At Risk
INV000648,65.33333333333333,3,At Risk
INV000649,52.22222222222222,9,At Risk
INV000650,108.5,4,At Risk
INV000651,70.85714285714286,7,At Risk
INV000652,43.36363636363637,11,At Risk
INV000653,164.0,1,At Risk
INV000654,91.4,5,At Risk
INV000655,132.0,1,At Risk
INV000656,62.333333333333336,6,At Risk
INV000657,50.333333333333336,9,At Risk
INV000658,47.375,8,At Risk
INV000659,125.0,4,At Risk
INV000660,42.0,5,At Risk
INV000661,60.42857142857143,7,At Risk
INV000662,46.3,10,At Risk
INV000663,94.4,5,At Risk
INV000664,46.714285714285715,7,At Risk
INV000665,29.636363636363637,11,Healthy
INV000666,62.166666666666664,6,At Risk
INV000667,43.54545454545455,11,At Risk
INV000668,127.0,4,At Risk
INV000669,128.66666666666666,3,At Risk
INV000670,50.5,4,At Risk
INV000671,38.72727272727273,11,At Risk
INV000672,37.0,2,At Risk
INV000673,92.8,5,At Risk
INV000674,30.5,2,Healthy
INV000675,36.63636363636363,11,At Risk
INV000676,32.09090909090909,11,Healthy
INV000677,151.0,3,At Risk
INV000678,38.0,10,At Risk
INV000679,82.25,4,At Risk
INV000680,161.5,2,At Risk
INV000681,137.5,2,At Risk
INV000682,96.6,5,At Risk
INV000683,50.6,10,At Risk
INV000684,111.5,4,At Risk
INV000685,11.0,1,Healthy
INV000686,203.0,1,At Risk
INV000687,88.5,4,At Risk
INV000688,44.5,2,At Risk
INV000689,46.714285714285715,7,At Risk
INV000690,45.90909090909091,11,At Risk
INV000691,52.888888888888886,9,At Risk
INV000692,,0,Healthy
INV000693,44.333333333333336,9,At Risk
INV000694,82.5,6,At Risk
INV000695,63.285714285714285,7,At Risk
INV000696,104.66666666666667,3,At Risk
INV000697,,0,Healthy
INV000698,38.0,11,At Risk
INV000699,36.42857142857143,7,At Risk
INV000700,60.5,2,At Risk
INV000701,50.2,10,At Risk
INV000702,143.5,2,At Risk
INV000703,84.0,6,At Risk
INV000704,50.625,8,At Risk
INV000705,114.33333333333333,3,At Risk
INV000706,54.5,8,At Risk
INV000707,45.0,9,At Risk
INV000708,66.0,7,At Risk
INV000709,39.54545454545455,11,At Risk
INV000710,73.83333333333333,6,At Risk
INV000711,60.0,7,At Risk
INV000712,,0,Healthy
INV000713,87.66666666666667,3,At Risk
INV000714,26.90909090909091,11,Healthy
INV000715,55.333333333333336,6,At Risk
INV000716,192.0,1,At Risk
INV000717,77.66666666666667,6,At Risk
INV000718,38.55555555555556,9,At Risk
INV000719,40.72727272727273,11,At Risk
INV000720,70.71428571428571,7,At Risk
INV000721,78.0,6,At Risk
INV000722,52.125,8,At Risk
INV000723,86.6,5,At Risk
INV000724,50.75,8,At Risk
INV000725,58.0,7,At Risk
INV000726,69.5,6,At Risk
INV000727,13.0,2,Healthy
INV000728,39.125,8,At Risk
INV000729,109.75,4,At Risk
INV000730,81.75,4,At Risk
INV000731,88.0,3,At Risk
INV000732,42.333333333333336,9,At Risk
INV000733,74.5,6,At Risk
INV000734,46.3,10,At Risk
INV000735,61.42857142857143,7,At Risk
INV000736,44.333333333333336,9,At Risk
INV000737,66.14285714285714,7,At Risk
INV000738,49.57142857142857,7,At Risk
INV000739,60.714285714285715,7,At Risk
INV000740,223.0,1,At Risk
INV000741,65.71428571428571,7,At Risk
INV000742,83.0,5,At Risk
INV000743,105.33333333333333,3,At Risk
INV000744,28.22222222222222,9,Healthy
INV000745,88.8,5,At Risk
INV000746,60.5,8,At Risk
INV000747,45.7,10,At Risk
INV000748,89.66666666666667,3,At Risk
INV000749,40.45454545454545,11,At Risk
INV000750,35.36363636363637,11,At Risk
INV000751,42.4,10,At Risk
INV000752,78.66666666666667,6,At Risk
INV000753,50.666666666666664,6,At Risk
INV000754,44.7,10,At Risk
INV000755,66.16666666666667,6,At Risk
INV000756,78.0,3,At Risk
INV000757,83.4,5,At Risk
INV000758,50.44444444444444,9,At Risk
INV000759,49.8,10,At Risk
INV000760,102.66666666666667,3,At Risk
INV000761,49.4,10,At Risk
INV000762,161.66666666666666,3,At Risk
INV000763,,0,Healthy
INV000764,57.57142857142857,7,At Risk
INV000765,43.0,11,At Risk
INV000766,118.33333333333333,3,At Risk
INV000767,94.2,5,At Risk
INV000768,38.18181818181818,11,At Risk
INV000769,76.66666666666667,6,At Risk
INV000770,24.5,2,Healthy
INV000771,94.0,4,At Risk
INV000772,36.36363636363637,11,At Risk
INV000773,,0,Healthy
INV000774,55.25,8,At Risk
INV000775,99.25,4,At Risk
INV000776,42.1,10,At Risk
INV000777,47.142857142857146,7,At Risk
INV000778,48.1,10,At Risk
INV000779,40.36363636363637,11,At Risk
INV000780,,0,Healthy
INV000781,96.25,4,At Risk
INV000782,35.4,5,At Risk
INV000783,44.36363636363637,11,At Risk
INV000784,62.42857142857143,7,At Risk
INV000785,38.9,10,At Risk
INV000786,57.0,9,At Risk
INV000787,,0,Healthy
INV000788,52.5,6,At Risk
INV000789,44.333333333333336,9,At Risk
INV000790,,0,Healthy
INV000791,56.125,8,At Risk
INV000792,271.0,1,At Risk
INV000793,48.4,10,At Risk
INV000794,,0,Healthy
INV000795,116.33333333333333,3,At Risk
INV000796,97.66666666666667,3,At Risk
INV000797,117.0,4,At Risk
INV000798,,0,Healthy
INV000799,80.83333333333333,6,At Risk
INV000800,108.5,4,At Risk
INV000801,110.33333333333333,3,At Risk
INV000802,44.5,4,At Risk
INV000803,57.875,8,At Risk
INV000804,92.2,5,At Risk
INV000805,,0,Healthy
INV000806,34.09090909090909,11,Healthy
INV000807,3.0,1,Healthy
